human_gene_name,human_gene_acc,nmr_gene_name,nmr_gene_acc,perc_id,orthology_type,human_name_rep,nmr_name_rep,human_chr,nmr_chr
DEDD2,ENSG00000160570,DEDD2,ENSHGLG00000002113,92.638,ortholog_one2one,1.0,1.0,19,29
DEF6,ENSG00000023892,DEF6,ENSHGLG00000012785,93.6609,ortholog_one2one,1.0,1.0,6,13
DEF8,ENSG00000140995,DEF8,ENSHGLG00000006703,94.0133,ortholog_one2one,1.0,1.0,16,7
DEFB110,ENSG00000203970,DEFB110,ENSHGLG00000004350,56.0606,ortholog_one2one,1.0,1.0,6,1
DEFB123,ENSG00000180424,DEFB123,ENSHGLG00000009576,74.6269,ortholog_one2one,1.0,1.0,20,15
DEFB124,ENSG00000180383,DEFB124,ENSHGLG00000016619,68.5714,ortholog_one2one,1.0,1.0,20,15
DEFB136,ENSG00000205884,DEFB136,ENSHGLG00000018411,61.3333,ortholog_one2one,2.0,1.0,8,6
DEGS1,ENSG00000143753,DEGS1,ENSHGLG00000034588,88.8545,ortholog_one2one,1.0,1.0,1,24
DEGS2,ENSG00000168350,DEGS2,ENSHGLG00000016328,91.3313,ortholog_one2one,1.0,1.0,14,26
DELE1,ENSG00000081791,DELE1,ENSHGLG00000010824,80.5825,ortholog_one2one,1.0,1.0,5,6
DENND10,ENSG00000119979,DENND10,ENSHGLG00000010220,90.1961,ortholog_one2one,1.0,1.0,10,13
DENND11,ENSG00000257093,DENND11,ENSHGLG00000010322,95.8242,ortholog_one2one,2.0,1.0,7,25
DENND1A,ENSG00000119522,DENND1A,ENSHGLG00000014439,89.1589,ortholog_one2one,1.0,1.0,9,12
DENND1B,ENSG00000213047,DENND1B,ENSHGLG00000005659,85.1613,ortholog_one2one,1.0,1.0,1,24
DENND1C,ENSG00000205744,DENND1C,ENSHGLG00000038310,74.4059,ortholog_one2one,1.0,1.0,19,29
DENND2A,ENSG00000146966,DENND2A,ENSHGLG00000014310,72.093,ortholog_one2one,1.0,1.0,7,25
DENND2B,ENSG00000166444,DENND2B,ENSHGLG00000014957,98.0474,ortholog_one2one,1.0,1.0,11,5
DENND2D,ENSG00000162777,DENND2D,ENSHGLG00000007550,90.4459,ortholog_one2one,1.0,1.0,1,19
DENND3,ENSG00000105339,DENND3,ENSHGLG00000013884,80.2034,ortholog_one2one,1.0,1.0,8,10
DENND4A,ENSG00000174485,DENND4A,ENSHGLG00000009810,94.5464,ortholog_one2one,1.0,1.0,15,27
DENND4B,ENSG00000198837,DENND4B,ENSHGLG00000006184,91.3934,ortholog_one2one,1.0,1.0,1,19
DENND4C,ENSG00000137145,DENND4C,ENSHGLG00000007572,88.4852,ortholog_one2one,1.0,1.0,9,12
DENND5A,ENSG00000184014,DENND5A,ENSHGLG00000013842,97.9798,ortholog_one2one,1.0,1.0,11,5
DENND6A,ENSG00000174839,DENND6A,ENSHGLG00000010055,95.5519,ortholog_one2one,1.0,1.0,3,9
DENND6B,ENSG00000205593,DENND6B,ENSHGLG00000046028,88.2979,ortholog_one2one,1.0,1.0,22,OX090908.1
DENR,ENSG00000139726,DENR,ENSHGLG00000009606,95.9596,ortholog_one2one,1.0,1.0,12,23
DEPDC1,ENSG00000024526,DEPDC1,ENSHGLG00000010030,86.6831,ortholog_one2one,1.0,1.0,1,19
DEPDC1B,ENSG00000035499,DEPDC1B,ENSHGLG00000019523,95.4631,ortholog_one2one,1.0,1.0,5,16
DEPDC5,ENSG00000100150,DEPDC5,ENSHGLG00000015809,96.108,ortholog_one2one,1.0,1.0,22,23
DEPTOR,ENSG00000155792,DEPTOR,ENSHGLG00000004514,78.8204,ortholog_one2one,1.0,1.0,8,21
DERA,ENSG00000023697,DERA,ENSHGLG00000008563,89.6226,ortholog_one2one,1.0,1.0,12,5
DERL1,ENSG00000136986,DERL1,ENSHGLG00000018248,72.9084,ortholog_one2one,1.0,1.0,8,10
DERL2,ENSG00000072849,DERL2,ENSHGLG00000011135,89.1213,ortholog_one2one,1.0,1.0,17,20
DERL3,ENSG00000099958,DERL3,ENSHGLG00000018280,94.8718,ortholog_one2one,2.0,1.0,22,23
DERPC,ENSG00000286140,DERPC,ENSHGLG00000032078,89.313,ortholog_one2one,1.0,1.0,16,7
DES,ENSG00000175084,DES,ENSHGLG00000009885,95.9488,ortholog_one2one,1.0,1.0,2,25
DESI1,ENSG00000100418,DESI1,ENSHGLG00000039030,88.6905,ortholog_one2one,1.0,1.0,22,5
DEXI,ENSG00000182108,DEXI,ENSHGLG00000017790,92.6316,ortholog_one2one,1.0,1.0,16,OX090908.1
DFFA,ENSG00000160049,DFFA,ENSHGLG00000050406,77.6435,ortholog_one2one,1.0,1.0,1,7
DFFB,ENSG00000169598,DFFB,ENSHGLG00000019012,63.0177,ortholog_one2one,1.0,1.0,1,7
DGAT1,ENSG00000185000,DGAT1,ENSHGLG00000006374,86.2705,ortholog_one2one,2.0,1.0,8,10
DGAT2,ENSG00000062282,DGAT2,ENSHGLG00000003971,94.0722,ortholog_one2one,1.0,1.0,11,5
DGAT2L6,ENSG00000184210,DGAT2L6,ENSHGLG00000016954,79.822,ortholog_one2one,1.0,1.0,X,X
DGCR2,ENSG00000070413,DGCR2,ENSHGLG00000001472,92.1533,ortholog_one2one,1.0,1.0,22,23
DGCR8,ENSG00000128191,DGCR8,ENSHGLG00000016999,94.9106,ortholog_one2one,1.0,1.0,22,23
DGKA,ENSG00000065357,DGKA,ENSHGLG00000015804,93.4694,ortholog_one2one,1.0,1.0,12,17
DGKB,ENSG00000136267,DGKB,ENSHGLG00000010546,96.264,ortholog_one2one,1.0,1.0,7,14
DGKE,ENSG00000153933,DGKE,ENSHGLG00000014836,92.1288,ortholog_one2one,1.0,1.0,17,20
DGKG,ENSG00000058866,DGKG,ENSHGLG00000015991,92.0354,ortholog_one2one,1.0,1.0,3,8
DGKH,ENSG00000102780,DGKH,ENSHGLG00000018938,94.3443,ortholog_one2one,1.0,1.0,13,11
DGKI,ENSG00000157680,DGKI,ENSHGLG00000012937,97.4473,ortholog_one2one,1.0,1.0,7,25
DGKQ,ENSG00000145214,DGKQ,ENSHGLG00000005112,75.066,ortholog_one2one,1.0,1.0,4,OX090908.1
DGUOK,ENSG00000114956,DGUOK,ENSHGLG00000009167,83.3935,ortholog_one2one,1.0,1.0,2,4
DHCR24,ENSG00000116133,DHCR24,ENSHGLG00000002794,95.5426,ortholog_one2one,1.0,1.0,1,7
DHCR7,ENSG00000172893,DHCR7,ENSHGLG00000012353,86.7368,ortholog_one2one,1.0,1.0,11,22
DHDDS,ENSG00000117682,DHDDS,ENSHGLG00000015297,92.1922,ortholog_one2one,1.0,1.0,1,7
DHH,ENSG00000139549,DHH,ENSHGLG00000034254,97.2222,ortholog_one2one,1.0,1.0,12,17
DHODH,ENSG00000102967,DHODH,ENSHGLG00000012868,86.5823,ortholog_one2one,1.0,1.0,16,7
DHPS,ENSG00000095059,DHPS,ENSHGLG00000018149,82.9268,ortholog_one2one,1.0,1.0,19,29
DHRS1,ENSG00000157379,DHRS1,ENSHGLG00000037207,61.2583,ortholog_one2one,2.0,1.0,14,2
DHRS11,ENSG00000278535,DHRS11,ENSHGLG00000035143,92.6923,ortholog_one2one,2.0,1.0,17,20
DHRS13,ENSG00000167536,DHRS13,ENSHGLG00000008377,88.2192,ortholog_one2one,1.0,1.0,17,20
DHRS2,ENSG00000100867,DHRS2,ENSHGLG00000005855,74.5902,ortholog_one2one,1.0,1.0,14,2
DHRS3,ENSG00000162496,DHRS3,ENSHGLG00000010111,90.0662,ortholog_one2one,1.0,1.0,1,7
DHRS7B,ENSG00000109016,DHRS7B,ENSHGLG00000003819,84.0,ortholog_one2one,1.0,1.0,17,20
DHRS7C,ENSG00000184544,DHRS7C,ENSHGLG00000016082,86.8167,ortholog_one2one,1.0,1.0,17,20
DHRS9,ENSG00000073737,DHRS9,ENSHGLG00000007470,89.0282,ortholog_one2one,1.0,1.0,2,3
DHRSX,ENSG00000169084,DHRSX,ENSHGLG00000044121,75.7377,ortholog_one2one,2.0,1.0,X,X
DHTKD1,ENSG00000181192,DHTKD1,ENSHGLG00000017527,85.963,ortholog_one2one,1.0,1.0,10,28
DHX15,ENSG00000109606,DHX15,ENSHGLG00000006630,99.8742,ortholog_one2one,1.0,1.0,4,10
DHX16,ENSG00000204560,DHX16,ENSHGLG00000019290,79.9451,ortholog_one2one,8.0,1.0,6,OX090908.1
DHX29,ENSG00000067248,DHX29,ENSHGLG00000015591,93.8326,ortholog_one2one,1.0,1.0,5,16
DHX30,ENSG00000132153,DHX30,ENSHGLG00000012643,93.8861,ortholog_one2one,1.0,1.0,3,8
DHX32,ENSG00000089876,DHX32,ENSHGLG00000013097,92.5976,ortholog_one2one,1.0,1.0,10,13
DHX33,ENSG00000005100,DHX33,ENSHGLG00000014753,94.2009,ortholog_one2one,1.0,1.0,17,20
DHX34,ENSG00000134815,DHX34,ENSHGLG00000004917,85.2143,ortholog_one2one,1.0,1.0,19,29
DHX36,ENSG00000174953,DHX36,ENSHGLG00000017407,91.1706,ortholog_one2one,2.0,1.0,3,8
DHX37,ENSG00000150990,DHX37,ENSHGLG00000014066,84.3723,ortholog_one2one,1.0,1.0,12,23
DHX38,ENSG00000140829,DHX38,ENSHGLG00000013308,97.066,ortholog_one2one,1.0,1.0,16,7
DHX57,ENSG00000163214,DHX57,ENSHGLG00000015212,90.2597,ortholog_one2one,1.0,1.0,2,4
DHX58,ENSG00000108771,DHX58,ENSHGLG00000011529,81.3885,ortholog_one2one,1.0,1.0,17,20
DHX9,ENSG00000135829,DHX9,ENSHGLG00000005769,91.6535,ortholog_one2one,1.0,1.0,1,24
DIABLO,ENSG00000184047,DIABLO,ENSHGLG00000006756,81.1715,ortholog_one2one,1.0,1.0,12,23
DIAPH1,ENSG00000131504,DIAPH1,ENSHGLG00000011183,90.3302,ortholog_one2one,1.0,1.0,5,6
DICER1,ENSG00000100697,DICER1,ENSHGLG00000018124,96.9303,ortholog_one2one,1.0,1.0,14,26
DIMT1,ENSG00000086189,DIMT1,ENSHGLG00000002611,94.2492,ortholog_one2one,1.0,1.0,5,16
DIO2,ENSG00000211448,DIO2,ENSHGLG00000013705,82.7839,ortholog_one2one,1.0,1.0,14,26
DIO3,ENSG00000197406,DIO3,ENSHGLG00000015219,93.0921,ortholog_one2one,1.0,1.0,14,26
DIP2A,ENSG00000160305,DIP2A,ENSHGLG00000014043,94.3372,ortholog_one2one,1.0,1.0,21,OX090908.1
DIP2B,ENSG00000066084,DIP2B,ENSHGLG00000006842,98.4762,ortholog_one2one,1.0,1.0,12,17
DIP2C,ENSG00000151240,DIP2C,ENSHGLG00000015497,99.2288,ortholog_one2one,1.0,1.0,10,9
DIPK1C,ENSG00000187773,DIPK1C,ENSHGLG00000032925,78.9976,ortholog_one2one,1.0,1.0,18,18
DIPK2B,ENSG00000147113,DIPK2B,ENSHGLG00000006052,74.7642,ortholog_one2one,1.0,1.0,X,X
DIRAS1,ENSG00000176490,DIRAS1,ENSHGLG00000013381,92.4242,ortholog_one2one,1.0,1.0,19,29
DIRAS2,ENSG00000165023,DIRAS2,ENSHGLG00000007875,97.99,ortholog_one2one,1.0,1.0,9,25
DIS3,ENSG00000083520,DIS3,ENSHGLG00000013785,93.6326,ortholog_one2one,1.0,1.0,13,11
DIS3L,ENSG00000166938,ENSHGLG00000007770,ENSHGLG00000007770,88.3302,ortholog_one2one,1.0,0.0,15,
DIS3L2,ENSG00000144535,DIS3L2,ENSHGLG00000002429,85.8757,ortholog_one2one,1.0,1.0,2,25
DISC1,ENSG00000162946,DISC1,ENSHGLG00000015934,61.2412,ortholog_one2one,1.0,1.0,1,9
DIXDC1,ENSG00000150764,DIXDC1,ENSHGLG00000005794,93.5578,ortholog_one2one,1.0,1.0,11,5
DKC1,ENSG00000130826,DKC1,ENSHGLG00000000649,92.4125,ortholog_one2one,1.0,1.0,X,X
DKK1,ENSG00000107984,DKK1,ENSHGLG00000003778,89.0977,ortholog_one2one,1.0,1.0,10,13
DKK2,ENSG00000155011,DKK2,ENSHGLG00000032510,93.4363,ortholog_one2one,1.0,1.0,4,27
DKK3,ENSG00000050165,DKK3,ENSHGLG00000004013,87.4286,ortholog_one2one,1.0,1.0,11,5
DKK4,ENSG00000104371,DKK4,ENSHGLG00000018668,78.3784,ortholog_one2one,1.0,1.0,8,6
DKKL1,ENSG00000104901,DKKL1,ENSHGLG00000012104,54.9587,ortholog_one2one,1.0,1.0,19,29
DLAT,ENSG00000150768,DLAT,ENSHGLG00000006138,89.9536,ortholog_one2one,1.0,1.0,11,5
DLD,ENSG00000091140,DLD,ENSHGLG00000007297,96.6601,ortholog_one2one,1.0,1.0,7,14
DLEC1,ENSG00000008226,DLEC1,ENSHGLG00000011950,76.9143,ortholog_one2one,1.0,1.0,3,9
DLEU7,ENSG00000186047,DLEU7,ENSHGLG00000046292,71.2766,ortholog_one2one,1.0,1.0,13,11
DLG2,ENSG00000150672,DLG2,ENSHGLG00000004449,94.359,ortholog_one2one,1.0,1.0,11,5
DLG4,ENSG00000132535,DLG4,ENSHGLG00000010073,94.1989,ortholog_one2one,1.0,1.0,17,20
DLGAP1,ENSG00000170579,DLGAP1,ENSHGLG00000036933,94.3098,ortholog_one2one,1.0,1.0,18,18
DLK2,ENSG00000171462,DLK2,ENSHGLG00000017186,89.295,ortholog_one2one,1.0,1.0,6,13
DLL1,ENSG00000198719,DLL1,ENSHGLG00000002650,88.7967,ortholog_one2one,2.0,1.0,6,1
DLL3,ENSG00000090932,DLL3,ENSHGLG00000018529,86.7121,ortholog_one2one,1.0,1.0,19,28
DLL4,ENSG00000128917,DLL4,ENSHGLG00000016140,92.7007,ortholog_one2one,1.0,1.0,15,2
DLST,ENSG00000119689,DLST,ENSHGLG00000009814,92.936,ortholog_one2one,1.0,1.0,14,26
DLX1,ENSG00000144355,DLX1,ENSHGLG00000008870,98.4314,ortholog_one2one,2.0,1.0,2,3
DLX2,ENSG00000115844,DLX2,ENSHGLG00000043242,65.6151,ortholog_one2one,1.0,1.0,2,3
DLX3,ENSG00000064195,DLX3,ENSHGLG00000013267,99.3031,ortholog_one2one,1.0,1.0,17,20
DLX5,ENSG00000105880,DLX5,ENSHGLG00000035624,96.1938,ortholog_one2one,1.0,1.0,7,14
DLX6,ENSG00000006377,DLX6,ENSHGLG00000036463,92.5267,ortholog_one2one,1.0,1.0,7,14
DMAC2,ENSG00000105341,ENSHGLG00000039004,ENSHGLG00000039004,66.1479,ortholog_one2one,1.0,0.0,19,
DMAC2L,ENSG00000125375,DMAC2L,ENSHGLG00000042464,89.5,ortholog_one2one,1.0,1.0,14,2
DMAP1,ENSG00000178028,DMAP1,ENSHGLG00000000925,98.2869,ortholog_one2one,1.0,1.0,1,7
DMBX1,ENSG00000197587,DMBX1,ENSHGLG00000000395,94.37,ortholog_one2one,1.0,1.0,1,7
DMC1,ENSG00000100206,HID1,ENSHGLG00000006397,96.061,ortholog_one2one,1.0,1.0,22,20
DMD,ENSG00000198947,DMD,ENSHGLG00000005498,93.7008,ortholog_one2one,1.0,1.0,X,X
DMGDH,ENSG00000132837,DMGDH,ENSHGLG00000000837,88.9146,ortholog_one2one,1.0,1.0,5,16
DMP1,ENSG00000152592,DMTF1,ENSHGLG00000013980,91.9631,ortholog_one2one,1.0,1.0,4,OX090908.1
DMPK,ENSG00000104936,DMPK,ENSHGLG00000006955,90.3021,ortholog_one2one,1.0,1.0,19,29
DMRT1,ENSG00000137090,DMRT1,ENSHGLG00000043033,79.726,ortholog_one2one,1.0,1.0,9,12
DMRT3,ENSG00000064218,DMRT3,ENSHGLG00000012858,91.9321,ortholog_one2one,1.0,1.0,9,12
DMRTA1,ENSG00000176399,DMRTA1,ENSHGLG00000051021,79.6137,ortholog_one2one,1.0,1.0,9,12
DMRTA2,ENSG00000142700,DMRTA2,ENSHGLG00000001509,96.2825,ortholog_one2one,1.0,1.0,1,7
DMTF1,ENSG00000135164,DMTF1,ENSHGLG00000013980,91.9631,ortholog_one2one,1.0,1.0,7,OX090908.1
DMTN,ENSG00000158856,DMTN,ENSHGLG00000007946,93.3333,ortholog_one2one,1.0,1.0,8,6
DMWD,ENSG00000185800,DMWD,ENSHGLG00000005355,94.7761,ortholog_one2one,1.0,1.0,19,29
DMXL2,ENSG00000104093,DMXL2,ENSHGLG00000013835,91.6612,ortholog_one2one,1.0,1.0,15,2
DNA2,ENSG00000138346,DNA2,ENSHGLG00000012094,86.1321,ortholog_one2one,1.0,1.0,10,13
DNAAF10,ENSG00000243667,WDR92,ENSHGLG00000012153,94.6779,ortholog_one2one,1.0,1.0,2,4
DNAAF11,ENSG00000129295,DNAAF11,ENSHGLG00000007769,81.5451,ortholog_one2one,1.0,1.0,8,10
DNAAF4,ENSG00000256061,DYX1C1,ENSHGLG00000015787,72.8571,ortholog_one2one,1.0,1.0,15,2
DNAAF5,ENSG00000164818,DNAAF5,ENSHGLG00000013235,79.2982,ortholog_one2one,1.0,1.0,7,1
DNAAF6,ENSG00000080572,DNAAF6,ENSHGLG00000036855,71.9212,ortholog_one2one,1.0,1.0,X,X
DNAAF9,ENSG00000088854,DNAAF9,ENSHGLG00000016048,90.9091,ortholog_one2one,1.0,1.0,20,15
DNAH10,ENSG00000197653,DNAH10,ENSHGLG00000011790,86.091,ortholog_one2one,2.0,1.0,12,23
DNAH11,ENSG00000105877,DNAH11,ENSHGLG00000014062,87.9318,ortholog_one2one,1.0,1.0,7,14
DNAH17,ENSG00000187775,DNAH17,ENSHGLG00000016434,89.489,ortholog_one2one,1.0,1.0,17,20
DNAH3,ENSG00000158486,DNAH3,ENSHGLG00000014514,88.7878,ortholog_one2one,1.0,1.0,16,23
DNAH8,ENSG00000124721,DNAH8,ENSHGLG00000019200,92.1995,ortholog_one2one,1.0,1.0,6,13
DNAI1,ENSG00000122735,DNAI1,ENSHGLG00000017708,87.1245,ortholog_one2one,1.0,1.0,9,12
DNAI2,ENSG00000171595,DNAI2,ENSHGLG00000010298,85.4063,ortholog_one2one,1.0,1.0,17,20
DNAI3,ENSG00000162643,ENSHGLG00000006816,ENSHGLG00000006816,84.2873,ortholog_one2one,1.0,0.0,1,
DNAI4,ENSG00000152763,DNAI4,ENSHGLG00000008391,80.6412,ortholog_one2one,1.0,1.0,1,19
DNAI7,ENSG00000118307,DNAI7,ENSHGLG00000017827,77.6699,ortholog_one2one,1.0,1.0,12,5
DNAJA2,ENSG00000069345,DNAJA2,ENSHGLG00000002235,99.5146,ortholog_one2one,1.0,1.0,16,8
DNAJA3,ENSG00000103423,DNAJA3,ENSHGLG00000013833,87.0833,ortholog_one2one,2.0,1.0,16,23
DNAJA4,ENSG00000140403,DNAJA4,ENSHGLG00000000467,88.4131,ortholog_one2one,1.0,1.0,15,OX090908.1
DNAJB1,ENSG00000132002,DNAJB1,ENSHGLG00000016171,96.7647,ortholog_one2one,1.0,1.0,19,29
DNAJB12,ENSG00000148719,DNAJB12,ENSHGLG00000013803,92.8,ortholog_one2one,1.0,1.0,10,13
DNAJB14,ENSG00000164031,DNAJB14,ENSHGLG00000000566,91.2929,ortholog_one2one,1.0,1.0,4,27
DNAJB2,ENSG00000135924,DNAJB2,ENSHGLG00000009929,91.0494,ortholog_one2one,1.0,1.0,2,25
DNAJB4,ENSG00000162616,DNAJB4,ENSHGLG00000011595,97.9229,ortholog_one2one,1.0,1.0,1,19
DNAJB5,ENSG00000137094,DNAJB5,ENSHGLG00000002205,98.8095,ortholog_one2one,1.0,1.0,9,12
DNAJB8,ENSG00000179407,DNAJB8,ENSHGLG00000046802,75.3304,ortholog_one2one,1.0,1.0,3,8
DNAJC1,ENSG00000136770,DNAJC1,ENSHGLG00000004425,75.4513,ortholog_one2one,1.0,1.0,10,8
DNAJC11,ENSG00000007923,DNAJC11,ENSHGLG00000005603,83.542,ortholog_one2one,1.0,1.0,1,7
DNAJC13,ENSG00000138246,DNAJC13,ENSHGLG00000011353,97.2804,ortholog_one2one,1.0,1.0,3,8
DNAJC14,ENSG00000135392,DNAJC14,ENSHGLG00000016850,88.8889,ortholog_one2one,1.0,1.0,12,17
DNAJC15,ENSG00000120675,DNAJC15,ENSHGLG00000005490,66.6667,ortholog_one2one,1.0,1.0,13,11
DNAJC16,ENSG00000116138,DNAJC16,ENSHGLG00000014574,89.6154,ortholog_one2one,1.0,1.0,1,7
DNAJC17,ENSG00000104129,DNAJC17,ENSHGLG00000009889,81.5789,ortholog_one2one,1.0,1.0,15,2
DNAJC18,ENSG00000170464,DNAJC18,ENSHGLG00000005126,90.7821,ortholog_one2one,1.0,1.0,5,6
DNAJC2,ENSG00000105821,DNAJC2,ENSHGLG00000015196,96.4573,ortholog_one2one,1.0,1.0,7,14
DNAJC22,ENSG00000178401,DNAJC22,ENSHGLG00000010595,70.5706,ortholog_one2one,1.0,1.0,12,17
DNAJC25,ENSG00000059769,DNAJC25,ENSHGLG00000049164,92.7577,ortholog_one2one,1.0,1.0,9,12
DNAJC27,ENSG00000115137,DNAJC27,ENSHGLG00000043432,95.6044,ortholog_one2one,1.0,1.0,2,4
DNAJC28,ENSG00000177692,DNAJC28,ENSHGLG00000037594,78.9474,ortholog_one2one,2.0,1.0,21,2
DNAJC3,ENSG00000102580,DNAJC3,ENSHGLG00000003951,98.0159,ortholog_one2one,1.0,1.0,13,11
DNAJC30,ENSG00000176410,DNAJC30,ENSHGLG00000049264,72.4444,ortholog_one2one,1.0,1.0,7,1
DNAJC4,ENSG00000110011,DNAJC4,ENSHGLG00000010363,64.3154,ortholog_one2one,1.0,1.0,11,22
DNAJC5B,ENSG00000147570,DNAJC5B,ENSHGLG00000016338,84.9246,ortholog_one2one,1.0,1.0,8,21
DNAJC5G,ENSG00000163793,DNAJC5G,ENSHGLG00000012562,75.5814,ortholog_one2one,1.0,1.0,2,4
DNAJC6,ENSG00000116675,DNAJC6,ENSHGLG00000018610,92.1111,ortholog_one2one,1.0,1.0,1,19
DNAJC7,ENSG00000168259,DNAJC7,ENSHGLG00000016992,94.1296,ortholog_one2one,1.0,1.0,17,20
DNAJC9,ENSG00000213551,DNAJC9,ENSHGLG00000012672,91.1538,ortholog_one2one,1.0,1.0,10,13
DNAL1,ENSG00000119661,DNAL1,ENSHGLG00000013059,92.1053,ortholog_one2one,1.0,1.0,14,26
DNALI1,ENSG00000163879,DNALI1,ENSHGLG00000012722,95.7364,ortholog_one2one,1.0,1.0,1,7
DNASE1,ENSG00000213918,DNASE1,ENSHGLG00000006355,78.3688,ortholog_one2one,1.0,1.0,16,23
DNASE1L1,ENSG00000013563,DNASE1L1,ENSHGLG00000013868,71.8543,ortholog_one2one,1.0,1.0,X,X
DNASE1L2,ENSG00000167968,DNASE1L2,ENSHGLG00000039834,84.5878,ortholog_one2one,1.0,1.0,16,23
DNASE2,ENSG00000105612,DNASE2,ENSHGLG00000016378,63.7143,ortholog_one2one,1.0,1.0,19,29
DNASE2B,ENSG00000137976,DNASE2B,ENSHGLG00000048352,84.5938,ortholog_one2one,1.0,1.0,1,19
DND1,ENSG00000256453,DND1,ENSHGLG00000009358,89.5184,ortholog_one2one,1.0,1.0,5,6
DNLZ,ENSG00000213221,DNLZ,ENSHGLG00000013032,57.3034,ortholog_one2one,1.0,1.0,9,12
DNM1,ENSG00000106976,DNM1,ENSHGLG00000012918,98.8426,ortholog_one2one,1.0,1.0,9,12
DNM1L,ENSG00000087470,DNM1L,ENSHGLG00000018513,99.0489,ortholog_one2one,1.0,1.0,12,17
DNM3,ENSG00000197959,DNM3,ENSHGLG00000005733,98.2619,ortholog_one2one,1.0,1.0,1,24
DNMBP,ENSG00000107554,DNMBP,ENSHGLG00000010974,83.6879,ortholog_one2one,1.0,1.0,10,13
DNMT1,ENSG00000130816,DNMT1,ENSHGLG00000018262,86.3003,ortholog_one2one,1.0,1.0,19,29
DNMT3A,ENSG00000119772,DNMT3A,ENSHGLG00000014901,96.3816,ortholog_one2one,1.0,1.0,2,4
DNPEP,ENSG00000123992,DNPEP,ENSHGLG00000016589,88.6598,ortholog_one2one,1.0,1.0,2,25
DNPH1,ENSG00000112667,DNPH1,ENSHGLG00000045212,69.186,ortholog_one2one,1.0,1.0,6,13
DNTT,ENSG00000107447,DNTT,ENSHGLG00000009905,85.0688,ortholog_one2one,1.0,1.0,10,13
DNTTIP1,ENSG00000101457,DNTTIP1,ENSHGLG00000005000,95.7447,ortholog_one2one,1.0,1.0,20,15
DOC2A,ENSG00000149927,DOC2A,ENSHGLG00000013063,93.1646,ortholog_one2one,1.0,1.0,16,23
DOCK10,ENSG00000135905,DOCK10,ENSHGLG00000014092,93.0467,ortholog_one2one,1.0,1.0,2,25
DOCK11,ENSG00000147251,DOCK11,ENSHGLG00000000806,97.1056,ortholog_one2one,1.0,1.0,X,X
DOCK2,ENSG00000134516,DOCK2,ENSHGLG00000013824,95.6284,ortholog_one2one,1.0,1.0,5,4
DOCK3,ENSG00000088538,DOCK3,ENSHGLG00000012669,97.931,ortholog_one2one,1.0,1.0,3,8
DOCK4,ENSG00000128512,DOCK4,ENSHGLG00000014862,98.369,ortholog_one2one,1.0,1.0,7,14
DOCK5,ENSG00000147459,DOCK5,ENSHGLG00000017514,93.5225,ortholog_one2one,1.0,1.0,8,6
DOCK6,ENSG00000130158,DOCK6,ENSHGLG00000009688,92.0371,ortholog_one2one,1.0,1.0,19,29
DOHH,ENSG00000129932,DOHH,ENSHGLG00000039512,89.404,ortholog_one2one,1.0,1.0,19,29
DOK1,ENSG00000115325,DOK1,ENSHGLG00000005074,85.7451,ortholog_one2one,1.0,1.0,2,4
DOK2,ENSG00000147443,DOK2,ENSHGLG00000015292,76.4563,ortholog_one2one,1.0,1.0,8,6
DOK3,ENSG00000146094,DOK3,ENSHGLG00000015012,79.0909,ortholog_one2one,1.0,1.0,5,4
DOK4,ENSG00000125170,DOK4,ENSHGLG00000013069,99.6933,ortholog_one2one,1.0,1.0,16,7
DOK5,ENSG00000101134,DOK5,ENSHGLG00000043654,97.7049,ortholog_one2one,1.0,1.0,20,15
DOK7,ENSG00000175920,DOK7,ENSHGLG00000018845,81.5789,ortholog_one2one,1.0,1.0,4,10
DOLK,ENSG00000175283,DOLK,ENSHGLG00000039164,92.5651,ortholog_one2one,1.0,1.0,9,12
DOLPP1,ENSG00000167130,DOLPP1,ENSHGLG00000012391,96.6387,ortholog_one2one,1.0,1.0,9,12
DONSON,ENSG00000159147,DONSON,ENSHGLG00000017980,84.9192,ortholog_one2one,1.0,1.0,21,2
DOT1L,ENSG00000104885,DOT1L,ENSHGLG00000013977,88.0937,ortholog_one2one,1.0,1.0,19,29
DPAGT1,ENSG00000172269,DPAGT1,ENSHGLG00000008229,95.098,ortholog_one2one,1.0,1.0,11,5
DPEP1,ENSG00000015413,DPEP1,ENSHGLG00000012033,75.4342,ortholog_one2one,1.0,1.0,16,7
DPEP3,ENSG00000141096,DPEP3,ENSHGLG00000013542,72.6514,ortholog_one2one,1.0,1.0,16,7
DPF2,ENSG00000133884,DPF2,ENSHGLG00000010867,99.4885,ortholog_one2one,1.0,1.0,11,22
DPF3,ENSG00000205683,DPF3,ENSHGLG00000006635,99.4709,ortholog_one2one,1.0,1.0,14,26
DPH1,ENSG00000108963,DPH1,ENSHGLG00000010101,87.4429,ortholog_one2one,1.0,1.0,17,20
DPH2,ENSG00000132768,DPH2,ENSHGLG00000002061,86.2986,ortholog_one2one,1.0,1.0,1,7
DPH3,ENSG00000154813,DPH3,ENSHGLG00000045426,97.561,ortholog_one2one,1.0,1.0,3,9
DPH5,ENSG00000117543,DPH5,ENSHGLG00000001639,93.1159,ortholog_one2one,1.0,1.0,1,19
DPH7,ENSG00000148399,DPH7,ENSHGLG00000035731,64.2523,ortholog_one2one,1.0,1.0,9,OX090908.1
